transaction_id,amount,payment_method,bank,failure_reason,hour_of_day,is_repeat_customer,previous_failed_attempts,retry_successful
txn_02430,1261.1,UPI,Kotak,network_error,1,0,0,0
txn_02431,1045.76,Netbanking,Kotak,bank_server_down,11,0,1,1
txn_02432,2807.67,UPI,HDFC,bank_server_down,3,0,1,1
txn_02433,946.17,UPI,SBI,network_error,18,0,2,1
txn_02434,531.69,Card,Kotak,otp_timeout,16,0,0,1
txn_02435,613.95,UPI,PNB,network_error,2,0,0,1
txn_02436,69.56,UPI,ICICI,insufficient_funds,10,1,0,0
txn_02437,603.39,UPI,PNB,insufficient_funds,2,0,1,0
txn_02438,1312.86,Wallet,Axis,network_error,6,0,0,0
txn_02439,1733.02,Card,Yes Bank,insufficient_funds,6,0,3,0
txn_02440,1258.78,Card,HDFC,insufficient_funds,5,1,1,0
txn_02441,1587.73,Netbanking,SBI,bank_server_down,2,0,0,0
txn_02442,349.37,UPI,PNB,network_error,21,0,1,0
txn_02443,2020.59,UPI,Kotak,network_error,9,1,2,1
txn_02444,396.76,Wallet,ICICI,network_error,0,1,0,1
txn_02445,130.09,Card,ICICI,otp_timeout,18,0,1,0
txn_02446,100.9,Wallet,ICICI,network_error,5,1,0,1
txn_02447,458.26,UPI,SBI,insufficient_funds,23,0,0,0
txn_02448,136.24,UPI,PNB,otp_timeout,19,0,1,1
txn_02449,330.63,Card,HDFC,card_declined,11,0,1,0
txn_02450,1113.07,UPI,Axis,network_error,14,0,0,0
txn_02451,1316.37,UPI,ICICI,bank_server_down,3,1,0,0
txn_02452,483.88,UPI,Yes Bank,insufficient_funds,4,0,1,0
txn_02453,924.56,UPI,Kotak,insufficient_funds,7,1,1,0
txn_02454,421.31,Card,SBI,card_declined,10,1,1,0
txn_02455,171.56,UPI,Yes Bank,bank_server_down,6,1,1,0
txn_02456,153.52,Card,SBI,card_declined,6,1,1,0
txn_02457,4399.77,UPI,ICICI,network_error,10,1,1,1
txn_02458,1035.15,Card,SBI,insufficient_funds,19,1,0,0
txn_02459,111.16,Netbanking,HDFC,session_timeout,1,0,0,1
txn_02460,379.51,Card,Kotak,card_declined,23,0,0,0
txn_02461,181.63,UPI,Yes Bank,insufficient_funds,19,0,1,0
txn_02462,1067.37,UPI,ICICI,bank_server_down,4,1,0,0
txn_02463,484.64,Netbanking,Yes Bank,bank_server_down,16,1,1,0
txn_02464,1247.85,UPI,ICICI,otp_timeout,6,1,1,1
txn_02465,130.44,Card,PNB,card_declined,17,1,2,0
txn_02466,466.94,UPI,SBI,insufficient_funds,7,1,2,0
txn_02467,724.4,UPI,SBI,bank_server_down,23,1,1,0
txn_02468,294.56,Netbanking,Axis,insufficient_funds,13,1,1,0
txn_02469,350.08,UPI,Axis,otp_timeout,8,1,1,0
txn_02470,1644.5,UPI,Yes Bank,insufficient_funds,15,1,0,1
txn_02471,2396.68,Netbanking,SBI,bank_server_down,4,1,0,1
txn_02472,348.17,UPI,SBI,insufficient_funds,0,1,0,1
txn_02473,358.7,Card,HDFC,card_declined,21,1,3,0
txn_02474,668.78,Card,Yes Bank,bank_server_down,6,1,0,1
txn_02475,144.38,UPI,HDFC,insufficient_funds,11,1,2,0
txn_02476,639.12,Card,Kotak,bank_server_down,18,0,0,0
txn_02477,780.3,Wallet,ICICI,insufficient_funds,1,1,1,0
txn_02478,618.75,UPI,SBI,otp_timeout,11,1,0,1
txn_02479,246.86,Card,Axis,insufficient_funds,18,1,0,0
txn_02480,379.86,Card,Axis,insufficient_funds,18,1,0,0
txn_02481,275.78,UPI,Kotak,network_error,4,0,2,1
txn_02482,640.98,Card,Yes Bank,otp_timeout,7,1,1,0
txn_02483,286.85,UPI,HDFC,network_error,23,1,0,1
txn_02484,308.93,UPI,Axis,insufficient_funds,22,0,1,0
txn_02485,111.62,UPI,ICICI,otp_timeout,20,0,3,0
txn_02486,259.04,Card,SBI,card_declined,15,1,1,0
txn_02487,460.75,UPI,SBI,bank_server_down,14,0,0,0
txn_02488,486.59,Netbanking,SBI,bank_server_down,1,1,1,0
txn_02489,453.58,Card,HDFC,otp_timeout,19,1,0,0
txn_02490,743.28,UPI,Yes Bank,otp_timeout,0,1,0,0
txn_02491,117.25,UPI,ICICI,bank_server_down,13,0,1,0
txn_02492,855.89,UPI,Axis,network_error,4,1,1,0
txn_02493,1449.73,Card,Kotak,otp_timeout,16,0,0,1
txn_02494,1787.28,UPI,Axis,bank_server_down,14,1,2,1
txn_02495,1287.2,UPI,Axis,otp_timeout,16,1,1,1
txn_02496,619.39,UPI,PNB,otp_timeout,4,1,1,1
txn_02497,778.54,Wallet,Kotak,network_error,19,1,0,0
txn_02498,523.85,UPI,PNB,network_error,12,1,0,1
txn_02499,276.26,UPI,Yes Bank,insufficient_funds,19,1,1,0
txn_02500,3492.72,UPI,Axis,network_error,8,1,1,0
txn_02501,1897.12,Netbanking,HDFC,bank_server_down,0,0,0,1
txn_02502,757.06,UPI,ICICI,bank_server_down,7,0,2,1
txn_02503,521.9,Card,Kotak,card_declined,21,1,1,0
txn_02504,351.4,Card,Kotak,card_declined,8,1,2,0
txn_02505,1332.75,UPI,Kotak,bank_server_down,3,1,0,1
txn_02506,632.11,UPI,ICICI,bank_server_down,0,1,0,0
txn_02507,530.5,UPI,SBI,otp_timeout,12,0,1,1
txn_02508,2191.78,UPI,SBI,bank_server_down,12,1,2,1
txn_02509,1000.58,UPI,HDFC,network_error,11,1,1,0
txn_02510,5700.1,Card,Yes Bank,card_declined,22,0,0,0
txn_02511,369.87,UPI,Yes Bank,bank_server_down,18,0,1,0
txn_02512,270.03,UPI,ICICI,bank_server_down,6,1,0,1
txn_02513,2440.4,UPI,HDFC,otp_timeout,13,0,0,1
txn_02514,867.32,UPI,SBI,network_error,20,1,1,0
txn_02515,525.12,Card,HDFC,insufficient_funds,12,1,1,0
txn_02516,485.14,UPI,Kotak,bank_server_down,10,0,1,0
txn_02517,1002.32,Card,PNB,insufficient_funds,14,1,0,1
txn_02518,248.86,Card,Axis,card_declined,13,0,0,1
txn_02519,242.11,UPI,SBI,otp_timeout,20,1,0,1
txn_02520,562.71,UPI,Yes Bank,insufficient_funds,2,1,0,1
txn_02521,1062.59,UPI,PNB,insufficient_funds,14,1,1,0
txn_02522,211.38,UPI,SBI,otp_timeout,1,1,0,1
txn_02523,307.1,Netbanking,PNB,bank_server_down,6,1,2,0
txn_02524,317.85,UPI,Axis,otp_timeout,14,1,0,1
txn_02525,571.13,Card,Yes Bank,bank_server_down,19,0,0,0
txn_02526,438.64,Card,Yes Bank,otp_timeout,6,1,1,1
txn_02527,582.12,UPI,Axis,network_error,4,1,0,1
txn_02528,263.87,UPI,HDFC,insufficient_funds,15,1,1,1
txn_02529,873.36,Netbanking,Axis,insufficient_funds,7,0,1,0
txn_02530,388.55,Netbanking,Kotak,bank_server_down,14,0,1,1
txn_02531,1517.04,UPI,SBI,bank_server_down,4,1,0,1
txn_02532,304.03,UPI,ICICI,insufficient_funds,7,1,0,0
txn_02533,254.56,UPI,Yes Bank,insufficient_funds,5,0,1,1
txn_02534,137.19,UPI,Axis,otp_timeout,15,1,0,1
txn_02535,1743.88,UPI,ICICI,bank_server_down,16,1,0,1
txn_02536,595.05,UPI,Yes Bank,bank_server_down,4,0,0,0
txn_02537,539.07,Card,HDFC,insufficient_funds,8,1,0,0
txn_02538,261.2,UPI,SBI,otp_timeout,16,1,0,1
txn_02539,1352.36,Card,Axis,bank_server_down,12,1,0,0
txn_02540,1321.83,UPI,Yes Bank,otp_timeout,17,0,1,0
txn_02541,1668.05,Netbanking,SBI,bank_server_down,23,1,1,0
txn_02542,622.01,UPI,PNB,bank_server_down,23,1,1,0
txn_02543,740.82,UPI,PNB,insufficient_funds,18,1,0,0
txn_02544,209.9,Netbanking,Kotak,bank_server_down,11,0,3,0
txn_02545,3808.93,UPI,Yes Bank,insufficient_funds,2,0,0,0
txn_02546,1236.13,UPI,Yes Bank,network_error,10,1,1,1
txn_02547,518.8,Card,PNB,otp_timeout,17,0,1,1
txn_02548,373.9,Netbanking,Axis,insufficient_funds,12,1,0,0
txn_02549,572.87,Netbanking,Yes Bank,bank_server_down,21,1,0,0
txn_02550,1710.83,Netbanking,Kotak,bank_server_down,17,1,0,1
txn_02551,222.41,UPI,HDFC,insufficient_funds,16,1,0,0
txn_02552,653.65,UPI,ICICI,insufficient_funds,9,1,0,0
txn_02553,323.2,UPI,SBI,otp_timeout,15,1,0,0
txn_02554,1031.15,Netbanking,HDFC,bank_server_down,13,1,1,0
txn_02555,888.5,UPI,Axis,otp_timeout,0,1,1,1
txn_02556,276.12,Card,Kotak,otp_timeout,0,0,1,0
txn_02557,325.89,Netbanking,ICICI,insufficient_funds,20,0,0,0
txn_02558,200.3,Card,SBI,card_declined,8,0,0,1
txn_02559,562.46,UPI,SBI,insufficient_funds,19,1,0,0
txn_02560,3705.77,Netbanking,Axis,bank_server_down,22,1,0,0
txn_02561,935.59,Card,Axis,bank_server_down,7,1,0,1
txn_02562,260.39,Netbanking,ICICI,bank_server_down,13,1,1,0
txn_02563,458.05,UPI,Axis,bank_server_down,16,0,3,0
txn_02564,526.5,Netbanking,HDFC,insufficient_funds,4,1,2,0
txn_02565,457.57,Card,Yes Bank,otp_timeout,13,1,1,0
txn_02566,633.29,UPI,Axis,network_error,3,1,1,1
txn_02567,1256.17,Card,Yes Bank,bank_server_down,18,0,2,0
txn_02568,770.89,Netbanking,PNB,session_timeout,23,0,2,1
txn_02569,1534.83,UPI,SBI,otp_timeout,7,1,0,1
txn_02570,309.65,Netbanking,SBI,session_timeout,15,0,1,1
txn_02571,1268.91,Card,Axis,bank_server_down,2,1,0,1
txn_02572,779.52,Card,Kotak,insufficient_funds,17,0,0,1
txn_02573,447.61,UPI,PNB,insufficient_funds,7,0,0,0
txn_02574,1952.54,UPI,Kotak,network_error,3,1,1,1
txn_02575,468.69,Wallet,HDFC,insufficient_funds,8,1,0,1
txn_02576,374.55,UPI,Kotak,network_error,7,1,0,1
txn_02577,1816.55,Netbanking,ICICI,insufficient_funds,15,1,0,1
txn_02578,4129.42,UPI,SBI,bank_server_down,11,1,0,0
txn_02579,1953.36,Card,ICICI,card_declined,19,1,1,1
txn_02580,212.51,Card,Yes Bank,card_declined,8,1,2,0
txn_02581,540.0,Netbanking,ICICI,session_timeout,7,0,2,0
txn_02582,244.38,Card,HDFC,bank_server_down,18,0,0,1
txn_02583,2130.19,UPI,Yes Bank,insufficient_funds,20,1,1,0
txn_02584,2199.4,UPI,Axis,bank_server_down,13,0,1,0
txn_02585,1606.39,Wallet,Kotak,network_error,12,0,0,0
txn_02586,528.98,Netbanking,Axis,session_timeout,15,1,0,0
txn_02587,1017.77,Netbanking,SBI,insufficient_funds,0,1,1,0
txn_02588,233.62,UPI,Axis,network_error,0,1,3,0
txn_02589,560.49,Card,PNB,card_declined,18,1,0,0
txn_02590,1373.56,Card,ICICI,insufficient_funds,11,0,0,0
txn_02591,108.85,UPI,Axis,bank_server_down,17,1,1,0
txn_02592,894.38,Card,Yes Bank,otp_timeout,16,1,0,1
txn_02593,369.39,UPI,SBI,insufficient_funds,12,1,1,0
txn_02594,283.18,UPI,Yes Bank,network_error,3,0,0,1
txn_02595,2076.17,Netbanking,ICICI,insufficient_funds,8,0,1,1
txn_02596,404.43,Netbanking,ICICI,insufficient_funds,8,1,1,1
txn_02597,550.68,UPI,PNB,bank_server_down,21,0,0,1
txn_02598,406.61,UPI,PNB,otp_timeout,4,1,1,0
txn_02599,527.1,UPI,PNB,bank_server_down,7,0,0,0
txn_02600,715.41,Card,SBI,otp_timeout,2,0,0,0
txn_02601,329.48,Wallet,HDFC,network_error,20,0,0,1
txn_02602,158.94,UPI,SBI,insufficient_funds,16,1,0,0
txn_02603,990.28,UPI,Yes Bank,bank_server_down,6,1,0,1
txn_02604,78.17,Card,ICICI,insufficient_funds,9,1,1,0
txn_02605,1053.61,Card,Yes Bank,bank_server_down,22,0,0,0
txn_02606,381.91,UPI,Axis,network_error,20,1,0,1
txn_02607,2686.9,Card,Axis,card_declined,12,0,1,1
txn_02608,1988.08,UPI,ICICI,network_error,11,1,1,1
txn_02609,182.76,Wallet,SBI,network_error,22,0,0,1
txn_02610,685.72,Card,PNB,card_declined,8,0,0,1
txn_02611,3231.58,Card,HDFC,otp_timeout,7,1,1,0
txn_02612,673.72,UPI,Yes Bank,network_error,12,1,1,1
txn_02613,206.75,Netbanking,Kotak,bank_server_down,12,0,1,0
txn_02614,4283.52,UPI,PNB,network_error,14,1,0,0
txn_02615,1958.87,Netbanking,ICICI,bank_server_down,14,1,0,0
txn_02616,534.36,UPI,SBI,bank_server_down,3,0,1,1
txn_02617,684.92,UPI,Kotak,otp_timeout,15,1,0,1
txn_02618,921.85,UPI,Axis,network_error,15,0,2,0
txn_02619,2594.21,Card,Kotak,bank_server_down,10,0,1,0
txn_02620,615.33,Wallet,Axis,insufficient_funds,21,0,0,0
txn_02621,744.54,Card,Kotak,bank_server_down,23,0,2,1
txn_02622,272.6,UPI,Axis,network_error,1,0,1,1
txn_02623,2296.84,UPI,PNB,otp_timeout,0,1,1,1
txn_02624,1493.0,UPI,Yes Bank,bank_server_down,10,1,1,0
txn_02625,255.16,Netbanking,ICICI,session_timeout,5,1,1,0
txn_02626,1313.29,Netbanking,Axis,insufficient_funds,10,0,1,0
txn_02627,208.94,UPI,Kotak,network_error,18,0,2,0
txn_02628,742.64,UPI,HDFC,bank_server_down,10,1,1,1
txn_02629,131.16,UPI,HDFC,bank_server_down,10,0,1,0
txn_02630,926.32,UPI,SBI,otp_timeout,2,0,2,0
txn_02631,1104.12,UPI,Yes Bank,network_error,20,1,1,1
txn_02632,571.48,UPI,ICICI,insufficient_funds,1,1,0,0
txn_02633,345.24,Netbanking,Kotak,insufficient_funds,3,1,1,0
txn_02634,2116.01,UPI,Kotak,otp_timeout,16,1,0,0
txn_02635,69.72,UPI,ICICI,bank_server_down,12,0,0,0
txn_02636,1207.49,UPI,PNB,bank_server_down,11,1,0,0
txn_02637,631.82,UPI,Yes Bank,insufficient_funds,0,1,0,0
txn_02638,1860.68,Netbanking,PNB,session_timeout,22,1,0,0
txn_02639,264.62,UPI,HDFC,otp_timeout,6,1,0,1
txn_02640,435.48,UPI,SBI,otp_timeout,21,0,3,0
txn_02641,843.61,Card,PNB,otp_timeout,23,1,1,0
txn_02642,1011.7,Card,Axis,card_declined,3,1,1,0
txn_02643,984.79,UPI,Kotak,bank_server_down,12,0,0,0
txn_02644,1683.17,Card,Kotak,otp_timeout,10,1,0,0
txn_02645,2404.09,Card,ICICI,bank_server_down,19,0,0,0
txn_02646,1905.19,UPI,SBI,network_error,14,1,2,0
txn_02647,271.51,UPI,SBI,network_error,22,0,1,1
txn_02648,1935.18,Card,PNB,bank_server_down,6,0,1,0
txn_02649,1016.73,Card,PNB,otp_timeout,4,1,1,1
txn_02650,184.16,UPI,SBI,insufficient_funds,14,1,0,0
txn_02651,378.59,UPI,Axis,insufficient_funds,16,0,0,1
txn_02652,1937.13,Card,PNB,otp_timeout,13,0,0,0
txn_02653,279.54,Card,Kotak,insufficient_funds,13,1,0,0
txn_02654,187.91,UPI,ICICI,network_error,0,1,0,0
txn_02655,363.61,Card,SBI,otp_timeout,20,1,2,1
txn_02656,726.42,Card,PNB,bank_server_down,1,1,0,0
txn_02657,2254.72,Card,HDFC,insufficient_funds,2,1,2,0
txn_02658,1700.33,UPI,SBI,insufficient_funds,18,1,2,0
txn_02659,302.09,Card,Kotak,card_declined,18,1,0,1
txn_02660,600.08,UPI,Axis,network_error,23,0,0,1
txn_02661,212.1,Netbanking,PNB,bank_server_down,12,0,1,0
txn_02662,1581.48,Card,ICICI,insufficient_funds,0,0,0,0
txn_02663,1031.82,Netbanking,HDFC,insufficient_funds,21,1,0,0
txn_02664,444.63,UPI,Kotak,network_error,20,1,2,1
txn_02665,254.07,Wallet,Yes Bank,insufficient_funds,10,1,0,0
txn_02666,260.8,Card,Yes Bank,insufficient_funds,16,1,2,0
txn_02667,5379.46,UPI,PNB,otp_timeout,8,1,1,0
txn_02668,1551.47,Card,Axis,card_declined,4,1,0,1
txn_02669,755.41,UPI,ICICI,insufficient_funds,21,0,1,0
txn_02670,3896.87,UPI,PNB,otp_timeout,23,1,0,1
txn_02671,1738.43,UPI,Yes Bank,otp_timeout,5,0,1,0
txn_02672,1041.67,Card,Yes Bank,bank_server_down,13,0,2,0
txn_02673,3157.95,Netbanking,Axis,insufficient_funds,17,1,0,0
txn_02674,261.28,Card,ICICI,insufficient_funds,0,0,0,0
txn_02675,988.4,Netbanking,HDFC,bank_server_down,9,1,0,0
txn_02676,1577.01,UPI,Axis,network_error,10,1,0,1
txn_02677,175.99,Netbanking,PNB,insufficient_funds,23,0,0,0
txn_02678,113.62,UPI,Kotak,insufficient_funds,21,0,2,0
txn_02679,116.56,Wallet,HDFC,network_error,19,1,1,0
txn_02680,922.26,Card,ICICI,card_declined,3,0,1,1
txn_02681,1580.28,UPI,Yes Bank,otp_timeout,0,1,0,1
txn_02682,945.79,UPI,SBI,network_error,20,0,0,0
txn_02683,3087.72,Card,ICICI,otp_timeout,3,0,1,1
txn_02684,127.53,Wallet,ICICI,insufficient_funds,11,1,3,0
txn_02685,394.98,UPI,ICICI,insufficient_funds,3,1,0,0
txn_02686,384.37,UPI,ICICI,insufficient_funds,3,0,0,0
txn_02687,868.02,Card,Yes Bank,insufficient_funds,10,0,0,0
txn_02688,267.48,UPI,ICICI,network_error,13,0,0,1
txn_02689,2482.15,UPI,Yes Bank,otp_timeout,9,1,0,1
txn_02690,626.23,Card,SBI,bank_server_down,11,1,1,0
txn_02691,242.04,UPI,ICICI,insufficient_funds,14,0,2,0
txn_02692,1087.09,UPI,Yes Bank,bank_server_down,5,1,0,0
txn_02693,328.2,Netbanking,Yes Bank,insufficient_funds,18,1,0,0
txn_02694,2433.85,UPI,PNB,otp_timeout,6,0,2,1
txn_02695,301.19,UPI,Kotak,network_error,15,1,0,0
txn_02696,628.6,Card,ICICI,otp_timeout,13,0,0,1
txn_02697,402.72,UPI,SBI,otp_timeout,3,1,1,1
txn_02698,941.52,UPI,Yes Bank,network_error,21,1,0,1
txn_02699,185.91,UPI,ICICI,insufficient_funds,4,1,0,0
txn_02700,800.03,UPI,Yes Bank,insufficient_funds,19,1,1,0
txn_02701,154.06,Card,SBI,card_declined,21,1,1,0
txn_02702,579.71,UPI,Axis,insufficient_funds,4,1,1,1
txn_02703,748.17,UPI,Kotak,insufficient_funds,22,0,0,1
txn_02704,337.99,UPI,Kotak,otp_timeout,10,0,1,1
txn_02705,157.97,UPI,SBI,insufficient_funds,9,1,1,0
txn_02706,1035.12,UPI,SBI,otp_timeout,3,0,0,1
txn_02707,219.88,UPI,Kotak,insufficient_funds,15,0,0,1
txn_02708,2468.78,Card,Axis,bank_server_down,3,1,0,0
txn_02709,212.42,Netbanking,SBI,insufficient_funds,3,0,0,0
txn_02710,245.66,Card,ICICI,card_declined,18,0,2,0
txn_02711,2257.91,Wallet,Axis,insufficient_funds,20,1,0,0
txn_02712,648.43,UPI,SBI,bank_server_down,19,1,1,0
txn_02713,1326.28,UPI,Axis,network_error,21,1,2,0
txn_02714,254.72,UPI,Axis,bank_server_down,6,1,1,0
txn_02715,531.17,Netbanking,SBI,session_timeout,6,1,0,1
txn_02716,1170.12,Netbanking,SBI,insufficient_funds,4,1,1,1
txn_02717,407.97,UPI,HDFC,otp_timeout,10,1,0,1
txn_02718,1963.29,Card,Axis,bank_server_down,14,0,0,1
txn_02719,3347.54,UPI,HDFC,network_error,19,1,0,1
txn_02720,674.06,UPI,Axis,insufficient_funds,12,1,2,0
txn_02721,7017.27,UPI,ICICI,otp_timeout,9,0,1,0
txn_02722,938.65,UPI,Yes Bank,bank_server_down,0,0,0,0
txn_02723,2167.27,UPI,SBI,network_error,7,0,1,1
txn_02724,1758.34,Card,SBI,card_declined,13,0,3,0
txn_02725,2104.82,Netbanking,Kotak,insufficient_funds,3,1,1,0
txn_02726,261.66,UPI,HDFC,insufficient_funds,10,0,1,0
txn_02727,355.05,Card,HDFC,insufficient_funds,10,1,1,0
txn_02728,1302.67,UPI,HDFC,otp_timeout,9,1,0,1
txn_02729,1521.59,Card,Kotak,otp_timeout,3,0,1,1
txn_02730,903.21,Netbanking,ICICI,bank_server_down,5,1,1,0
txn_02731,2430.85,Card,PNB,card_declined,21,1,0,0
txn_02732,3182.51,Wallet,ICICI,network_error,20,1,0,1
txn_02733,1005.09,Card,Kotak,bank_server_down,6,0,1,0
txn_02734,698.23,UPI,Kotak,insufficient_funds,4,1,0,0
txn_02735,126.27,UPI,SBI,otp_timeout,9,0,2,1
txn_02736,2844.69,UPI,ICICI,insufficient_funds,16,0,0,0
txn_02737,1165.12,Card,PNB,otp_timeout,14,0,2,1
txn_02738,570.92,Card,HDFC,insufficient_funds,8,1,1,0
txn_02739,697.76,Card,Kotak,otp_timeout,12,1,0,1
txn_02740,1717.91,UPI,Yes Bank,bank_server_down,22,0,1,0
txn_02741,455.21,Card,Kotak,otp_timeout,23,0,2,1
txn_02742,2202.66,UPI,ICICI,insufficient_funds,10,1,0,0
txn_02743,1333.14,Netbanking,Yes Bank,bank_server_down,20,1,0,0
txn_02744,885.39,Netbanking,SBI,insufficient_funds,0,1,1,0
txn_02745,186.42,Netbanking,Yes Bank,insufficient_funds,8,1,2,0
txn_02746,9905.71,Wallet,Kotak,insufficient_funds,9,0,1,0
txn_02747,616.35,UPI,ICICI,insufficient_funds,6,1,1,0
txn_02748,2203.37,UPI,SBI,otp_timeout,20,1,3,1
txn_02749,945.64,Card,Kotak,insufficient_funds,5,1,3,1
txn_02750,473.42,UPI,ICICI,bank_server_down,1,1,0,1
txn_02751,617.12,UPI,PNB,otp_timeout,16,0,2,1
txn_02752,671.98,Netbanking,PNB,bank_server_down,7,0,0,1
txn_02753,1083.14,UPI,Yes Bank,insufficient_funds,6,1,0,0
txn_02754,1457.49,UPI,ICICI,network_error,14,0,0,0
txn_02755,788.81,Netbanking,Yes Bank,bank_server_down,11,1,0,0
txn_02756,135.73,UPI,PNB,otp_timeout,11,1,0,1
txn_02757,367.91,Card,Axis,card_declined,18,1,1,1
txn_02758,1201.86,Card,HDFC,card_declined,13,1,0,0
txn_02759,3145.83,UPI,Yes Bank,otp_timeout,9,1,0,1
txn_02760,1091.72,Netbanking,HDFC,bank_server_down,16,1,1,1
txn_02761,1074.41,UPI,SBI,bank_server_down,6,0,1,0
txn_02762,769.6,UPI,SBI,bank_server_down,9,1,0,0
txn_02763,587.0,UPI,Yes Bank,otp_timeout,3,1,0,0
txn_02764,715.07,UPI,PNB,otp_timeout,4,0,1,0
txn_02765,1472.58,Card,HDFC,insufficient_funds,6,0,1,1
txn_02766,116.41,UPI,PNB,insufficient_funds,9,0,2,0
txn_02767,75.54,UPI,PNB,network_error,7,0,0,1
txn_02768,166.41,UPI,PNB,network_error,1,0,1,1
txn_02769,733.65,UPI,Kotak,insufficient_funds,11,1,3,0
txn_02770,2337.56,UPI,ICICI,network_error,6,1,2,0
txn_02771,214.91,Netbanking,Kotak,insufficient_funds,12,1,0,1
txn_02772,396.74,UPI,Axis,insufficient_funds,7,1,3,0
txn_02773,534.04,UPI,HDFC,insufficient_funds,12,1,3,0
txn_02774,696.72,UPI,Axis,otp_timeout,15,1,3,1
txn_02775,176.15,UPI,Kotak,bank_server_down,23,0,1,0
txn_02776,194.0,Card,PNB,bank_server_down,11,0,0,0
txn_02777,2901.67,Netbanking,PNB,insufficient_funds,9,1,1,0
txn_02778,2116.29,Wallet,PNB,network_error,3,1,0,0
txn_02779,2099.55,UPI,HDFC,bank_server_down,14,1,0,1
txn_02780,1010.98,Card,Kotak,card_declined,23,1,0,1
txn_02781,541.66,Wallet,PNB,network_error,15,1,0,0
txn_02782,755.04,UPI,SBI,bank_server_down,2,0,0,0
txn_02783,1412.8,UPI,PNB,bank_server_down,17,1,1,0
txn_02784,1393.57,UPI,Kotak,network_error,12,1,1,0
txn_02785,604.97,Wallet,ICICI,insufficient_funds,16,0,0,0
txn_02786,2680.94,UPI,ICICI,insufficient_funds,9,1,2,0
txn_02787,293.4,Card,ICICI,bank_server_down,5,1,0,1
txn_02788,559.55,UPI,HDFC,network_error,7,0,1,0
txn_02789,506.62,Netbanking,PNB,insufficient_funds,13,1,0,1
txn_02790,1382.67,Card,SBI,otp_timeout,8,1,1,0
txn_02791,397.93,UPI,PNB,network_error,12,1,1,1
txn_02792,191.5,Card,SBI,card_declined,2,0,0,0
txn_02793,609.34,UPI,HDFC,otp_timeout,1,1,0,1
txn_02794,351.81,UPI,HDFC,network_error,2,0,0,1
txn_02795,1665.46,Card,Kotak,otp_timeout,6,1,3,0
txn_02796,170.33,UPI,HDFC,insufficient_funds,1,1,0,0
txn_02797,286.96,Netbanking,Kotak,session_timeout,22,0,1,1
txn_02798,3815.87,UPI,Axis,network_error,15,1,1,1
txn_02799,362.83,UPI,Yes Bank,insufficient_funds,23,0,1,0
txn_02800,2377.49,Netbanking,Kotak,session_timeout,19,1,1,0
txn_02801,373.17,Card,Yes Bank,insufficient_funds,1,1,1,0
txn_02802,3849.85,Card,Yes Bank,bank_server_down,21,0,0,0
txn_02803,349.64,UPI,HDFC,insufficient_funds,15,1,0,0
txn_02804,450.2,UPI,SBI,insufficient_funds,22,0,0,0
txn_02805,1993.05,Card,PNB,card_declined,11,0,1,0
txn_02806,2042.54,UPI,SBI,bank_server_down,4,0,0,1
txn_02807,142.95,Netbanking,Yes Bank,bank_server_down,21,1,0,0
txn_02808,162.23,Wallet,Axis,insufficient_funds,6,1,0,0
txn_02809,67.06,UPI,Yes Bank,network_error,2,1,0,0
txn_02810,652.85,UPI,Yes Bank,network_error,16,0,0,1
txn_02811,5433.81,UPI,Kotak,insufficient_funds,16,1,1,0
txn_02812,66.72,UPI,PNB,network_error,7,0,0,1
txn_02813,4028.08,Netbanking,SBI,bank_server_down,12,1,0,0
txn_02814,92.65,Card,HDFC,insufficient_funds,2,0,0,0
txn_02815,623.53,Card,PNB,otp_timeout,9,0,0,1
txn_02816,1596.38,UPI,Kotak,bank_server_down,22,1,0,1
txn_02817,487.65,UPI,ICICI,insufficient_funds,10,0,1,0
txn_02818,690.63,Card,PNB,insufficient_funds,19,1,1,0
txn_02819,471.44,UPI,PNB,network_error,0,1,0,1
txn_02820,306.92,Card,SBI,card_declined,4,0,2,0
txn_02821,1272.03,UPI,SBI,bank_server_down,8,1,0,1
txn_02822,374.4,UPI,Kotak,network_error,4,1,0,0
txn_02823,4003.06,Netbanking,Yes Bank,session_timeout,23,1,0,1
txn_02824,204.47,Netbanking,Kotak,session_timeout,20,0,1,0
txn_02825,1559.1,Netbanking,Yes Bank,insufficient_funds,10,0,0,0
txn_02826,2873.88,UPI,PNB,insufficient_funds,3,1,0,0
txn_02827,958.52,UPI,SBI,otp_timeout,5,1,1,1
txn_02828,438.05,UPI,SBI,insufficient_funds,4,1,3,0
txn_02829,277.7,Card,ICICI,bank_server_down,6,1,2,0
txn_02830,153.96,Card,HDFC,card_declined,15,1,0,1
txn_02831,74.01,UPI,SBI,bank_server_down,17,1,1,0
txn_02832,596.56,UPI,PNB,otp_timeout,16,0,0,0
txn_02833,798.66,UPI,PNB,bank_server_down,3,1,2,1
txn_02834,520.92,UPI,Kotak,bank_server_down,21,1,0,1
txn_02835,1159.63,Netbanking,ICICI,session_timeout,22,0,0,0
txn_02836,267.83,UPI,SBI,otp_timeout,16,0,1,1
txn_02837,2673.23,UPI,Axis,network_error,0,0,0,0
txn_02838,525.56,UPI,PNB,network_error,4,1,0,0
txn_02839,1682.09,UPI,ICICI,insufficient_funds,5,0,1,0
txn_02840,778.13,UPI,ICICI,network_error,18,0,0,1
